,Site1,Site2,Site3,Site4,Site5,Site6,Site7
8/26/2013,7375.5,7167.5,7343,4816.5,6973.5,3180,6479.5
8/27/2013,7337,7158,6784,7061.5,5678,7129,6970.5
8/28/2013,7213,7083,7193,7023.5,7146.5,6526.5,5803
8/29/2013,7160.5,7076,7213.5,7011,7013.5,4758.5,5328.5
8/30/2013,7179.5,7053,6831.5,5863,6726.5,4448.5,3206
8/31/2013,7218.5,6936,6102,5121.5,6226,4640,5538.5
9/1/2013,4472.5,5203.5,6093,6570.5,6068.5,6458.5,6819.5
9/2/2013,6808,3095.5,6621.5,6459.5,6324.5,6131,6178.5
9/3/2013,6993,6929,5610,5641.5,6777.5,6832,6378.5
9/4/2013,6978,6819,6746,6312.5,6886,4121,4220.5
9/5/2013,6898.5,6837.5,6834,6125.5,6843.5,6006,6093
9/6/2013,6926.5,6915.5,6894.5,6741,6774.5,4872.5,6292.5
9/7/2013,6925.5,6736,6973,6638,6740,3373,4311.5
9/8/2013,6770,6650,6526,6419,6743.5,5368.5,6085
9/9/2013,6640.5,6483,6024,6237.5,6241.5,3788.5,4980.5
9/10/2013,6591,6309,6154,6065,6008.5,4596,5636.5
9/11/2013,6029,4901,5516.5,5416.5,6052.5,6707,6539.5
9/12/2013,5416.5,6195,6258,6631.5,6607.5,6620.5,6478.5
9/13/2013,6084,6093.5,6253.5,6593,6595,6668.5,6470.5
9/14/2013,6268,6298,6220.5,6530,6532,6544.5,6438.5
9/15/2013,6456.5,6332.5,6437.5,6626,6542.5,6473.5,6297.5
9/16/2013,6391,6287.5,6501,6655.5,6617.5,6570.5,6528.5
9/17/2013,3123.5,6144.5,6458.5,6845.5,6161,6866.5,6511.5
9/18/2013,6405.5,6347,6486.5,6722,6374.5,6847.5,6799
9/19/2013,6308.5,6284,6456,6624,6459.5,6690,6558.5
9/20/2013,5402.5,5826,6288.5,6558.5,2017,6619.5,6485
9/21/2013,1444.5,1098.5,4697.5,6518,5191.5,6738,6362.5
9/22/2013,4443,5461,6132.5,6542,6437.5,6650,6506.5
9/23/2013,5891.5,5898.5,6256.5,6525.5,6424.5,6551.5,6457.5
9/24/2013,3040.5,5748,6042,6450.5,6349,6433,6274
9/25/2013,4462,5875,6127,6417,5551.5,6456.5,6312
9/26/2013,5874,5897,6058,6388,6283.5,6410,6187
9/27/2013,5766.5,5742,6144,6399,6349,6493,6427
9/28/2013,4019,5594.5,6035,6307.5,6270.5,6419.5,6314
9/29/2013,2047.5,3365,5799.5,6284.5,6219.5,6344,6104.5
9/30/2013,2733,4426.5,5819.5,6278.5,6155.5,6325.5,6168.5
10/1/2013,5212.5,5471,5294.5,5960.5,5922.5,6258.5,6069.5
10/2/2013,5485.5,5488.5,5430,5962,4554,6096.5,6048.5
10/3/2013,5574,5581,5801.5,5977.5,5494,6089.5,5946
10/4/2013,5584,5593,5767,6056,5961.5,6073,6005.5
10/5/2013,5454,5524.5,5766,6078.5,6066,6132.5,6077.5
10/6/2013,5247.5,4550,5592,6028.5,5964.5,6109.5,6037.5
10/7/2013,3997.5,4957,5141,4851.5,5451,4664.5,4289.5
10/8/2013,4196,4622,5211,5677.5,5501,5837,5772.5
10/9/2013,4963,4963,1544.5,1779.5,1595.5,3094.5,3791.5
10/10/2013,4758,4929.5,4975.5,5435,5017.5,5563,5566.5
10/11/2013,4247,4928.5,5189,5460,5378.5,5578,5528.5
10/12/2013,4144.5,4813,5159.5,5501.5,5392,5575,5490.5
10/13/2013,4887,4879.5,5039,5474.5,4315.5,5567.5,5459
10/14/2013,4886,4887.5,5108,5405,5374.5,5511.5,5454.5
10/15/2013,4973,4982.5,5105,5422,5407,5488.5,5407
10/16/2013,3931.5,4551,5036,5449.5,5384.5,5550,5463
10/17/2013,4703.5,4734,4971.5,5296,5257.5,5469.5,5415.5
10/18/2013,4745.5,4723.5,5034,5346,5245.5,5428,5405.5
10/19/2013,4611.5,4656,4973,5288.5,5254,5371,5278
10/20/2013,4532,4583.5,4799,5274.5,5097,5374,5343
10/21/2013,4489,4481,4819,5160,4942,5262,5153
10/22/2013,4429.5,4425,4702,5030,4663,5101.5,5045.5
10/23/2013,4405.5,4400.5,4600.5,4905,3821,4342,4614
10/24/2013,4329.5,4316,4529,4924.5,3775,4989.5,4901
10/25/2013,4278,4256,4432,4848,3917,4989.5,4967
10/26/2013,4277.5,4254,4536.5,4782,4037.5,4484,4373
10/27/2013,4135,4193.5,4415.5,4758,3907.5,4833.5,4754.5
10/28/2013,978,3465.5,1692,4415.5,3900.5,4753.5,4676.5
10/29/2013,1185.5,2874,3276.5,4413.5,4033.5,4642,3345.5
10/30/2013,3665.5,3950,4323,4728.5,4646,4781.5,4726.5
10/31/2013,3924.5,3997,4263.5,4642.5,4675.5,4789.5,4768
11/1/2013,3962.5,3986.5,4326.5,4607.5,4605.5,4741.5,4711.5
11/2/2013,1672,3264,4228.5,4595.5,4547.5,4653.5,4576.5
11/3/2013,2412,2892.5,3969,4469.5,4283.5,4608,4595
11/4/2013,3800,3920,3692.5,4180.5,3484.5,3860.5,3878.5
11/5/2013,3298,3553,4124,4526,4522,4642.5,4565.5
11/6/2013,2364,3290.5,3933.5,4327,4423.5,4536.5,4523
11/7/2013,3144.5,3179.5,2964.5,3576.5,3703,3924.5,4493.5
11/8/2013,3415.5,3607.5,3966.5,4277.5,4282.5,4437,4298
11/9/2013,3498,3442.5,3890.5,3841.5,4304,4392,4213.5
11/10/2013,3409,3562.5,3897.5,3969.5,3768,3040,3575
11/11/2013,2684,2560.5,3492,4156,4051,4216.5,4133
11/12/2013,2311.5,1865.5,774.5,2050,1759.5,2817.5,3515.5
11/13/2013,3363.5,3336.5,3744.5,4081,4096.5,4079.5,3962
11/14/2013,3243.5,2217.5,3574,4086,4099,4110,4023.5
11/15/2013,3161,3435.5,3559,3953.5,1881.5,4081.5,3801
11/16/2013,2668.5,3276,3498,3724.5,1756.5,3988,4002.5
11/17/2013,3096.5,3246.5,3592.5,3841,3713.5,3922,3622
11/18/2013,1587,2071.5,2894.5,3160.5,3292,3905.5,3875.5
11/19/2013,873.5,1367,2944.5,2560,2685.5,2434,3209.5
11/20/2013,253.5,551.5,3070.5,3534.5,1393,3480,3140
11/21/2013,3270,3113,747,659.5,1597.5,1200,1517
11/22/2013,3323.5,3246.5,1197.5,1209.5,1537,607.5,648
11/23/2013,3242.5,3167.5,2148,1205.5,2325,1615.5,1486.5
11/24/2013,3181,3157,3313.5,3460,3658.5,2850.5,3733
11/25/2013,3029.5,3113,3401,3716.5,3767.5,3802,3738
11/26/2013,2046,2344,2665.5,3334.5,3168.5,2940,3330
11/27/2013,1785,2508,3174,2932,3259.5,2576,2991
11/28/2013,2806,2859,2645,2383,2692.5,3575,3714
11/29/2013,2870.5,2943.5,3195.5,1273,981.5,3202.5,3479
11/30/2013,2811,2821.5,3243,3275,3478,3634,3409
12/1/2013,1968.5,2929.5,3274,3625.5,3466.5,2806.5,2906
12/2/2013,1576,2301,3237,3108.5,2743.5,2657.5,3085.5
12/3/2013,2870.5,1936,172.5,3392,2490.5,3484.5,3452.5
12/4/2013,2922.5,3060.5,3272,3641,3701,3472.5,3293
12/5/2013,2889.5,2979,3262,3594,3520,3573.5,3572
12/6/2013,1219.5,1449,2962.5,3474.5,2531.5,3612,3632.5
12/7/2013,1591.5,2962,2604,2652.5,1200.5,3561,3537.5
12/8/2013,2938.5,2944,2951,3018,2850,3078.5,3503.5
12/9/2013,2861.5,2987,3251,3639.5,3602.5,3766.5,3789.5
12/10/2013,2381.5,2830,3222.5,3555,3499.5,3455.5,3638
12/11/2013,2774.5,2858,3167.5,3496.5,3542.5,3370,2662.5
12/12/2013,2665,2869.5,3166,3401,3438.5,1843.5,2746
12/13/2013,2696,2773.5,3132.5,3457,3473.5,3599.5,3539
12/14/2013,2685.5,2684,3115,3447.5,3530,3601.5,3610.5
12/15/2013,2661.5,2813,3122.5,3329,3206.5,3286.5,3403.5
12/16/2013,2658.5,2832.5,2575,2775,2563.5,3002.5,3429
12/17/2013,1852.5,1863.5,2161,2311,2883.5,2566.5,2793.5
12/18/2013,2140.5,1569.5,2021,1910,1705.5,2029,2356
12/19/2013,2737.5,2612,572.5,1831.5,524.5,3051.5,2216.5
12/20/2013,2141.5,2562,2406.5,3321,3342.5,3380.5,3303
12/21/2013,2600.5,2745,3045,3342,2847.5,3482,3494
12/22/2013,2582.5,2715.5,2996.5,3319.5,3355.5,3466,3463.5
12/23/2013,2597,2739,3019,3315,3390.5,3468.5,3521
12/24/2013,2784,2871,3102,3277,3393.5,3446.5,3457
12/25/2013,2735,2850,3161.5,3500.5,3603,3658,3652
12/26/2013,2720,2869.5,3211,3516.5,3560.5,3616.5,3572
12/27/2013,1729,1862,2914.5,3401,3463.5,3575.5,3547.5
12/28/2013,2732,2893,3184.5,3436,3454.5,2894,2306
12/29/2013,2261,2850.5,3148,3518,3609.5,3633.5,3540
12/30/2013,2005.5,2367.5,3116,3361.5,3519.5,3626,3661.5
12/31/2013,2466.5,2468,2484,3357,3491.5,3586.5,3594
1/1/2014,2653,2682,3086,3343,3483.5,3555,3569
1/2/2014,2560,2666.5,3113.5,3356,3414,3574,3605.5
1/3/2014,2660.5,2794,2557,3095,2891,3525.5,3512.5
1/4/2014,2905,2970.5,3205,3377.5,2996.5,3432,2975
1/5/2014,2855.5,2978.5,3215,3594.5,3710.5,3781.5,3797
1/6/2014,1421,1710,2636.5,3364.5,3517,3781,3823
1/7/2014,1541,2395.5,2186,2479,2237,2175.5,2917.5
1/8/2014,2017.5,1659,2915,3460,3225.5,3473.5,3572
1/9/2014,1418,2752,2565.5,3047,2487.5,2877.5,3626
1/10/2014,2025,2240.5,3113.5,3489,3380.5,3628,3662
1/11/2014,771,1137,2201.5,3331,3456.5,3691.5,3650
1/12/2014,2808,2999.5,2081.5,2915,2508.5,2838,3425
1/13/2014,2925,3152.5,3458.5,3732.5,3818,3891.5,3912
1/14/2014,3050.5,3167,3433,3772,3839.5,3858,3821
1/15/2014,3149.5,3199.5,3482.5,3798.5,3852,3929.5,3915
1/16/2014,3180.5,3324,3590,3820.5,3831,4030.5,3943.5
1/17/2014,3123,3296.5,3540.5,3889.5,3930,4037,4032.5
1/18/2014,3166,3336,3592,3818,3824,3973,3865.5
1/19/2014,2959.5,3352,3410.5,3351,3044,3283,3004.5
1/20/2014,3263.5,3308,3620,3890,3905.5,4009,3950.5
1/21/2014,3321,2998.5,3009,3006.5,2451.5,2678,3326.5
1/22/2014,3180.5,3338.5,3653.5,3713.5,3817,3639.5,3977.5
1/23/2014,3348.5,3397,1645.5,3890.5,3601,3817,4000.5
1/24/2014,3234.5,3326.5,2707.5,2828.5,2310,2569,2155.5
1/25/2014,3305.5,3273,3326,3686,3717,2678.5,3487.5
1/26/2014,3400.5,2381.5,2610,2622,2528.5,3276.5,3731.5
1/27/2014,1869.5,2098.5,3087,3836.5,3720,4188,4110
1/28/2014,1917.5,2097.5,3286,3687,3438.5,4170.5,4089.5
1/29/2014,618.5,485.5,3118,3414,3803,3753,4110.5
1/30/2014,2559,2681.5,753.5,2874,1586.5,3103,3517.5
1/31/2014,3626,3738,3234.5,3626.5,3419,3087.5,3087
2/1/2014,3750.5,3839.5,4086,4440,4435,4523,4424
2/2/2014,1551.5,1127,944.5,2522,2741.5,3187.5,4267
2/3/2014,1956,3785,4057.5,4349,4356.5,4273,4126.5
2/4/2014,3452.5,2684,3137.5,3705.5,3424,3655,4208.5
2/5/2014,3598,2892,4075.5,4497,4481.5,4598,3791
2/6/2014,1531,1800.5,1080.5,2594.5,1331.5,3507.5,3395.5
2/7/2014,1207,794.5,1772,4206,2814.5,3819.5,3795
2/8/2014,598.5,871,982,4373.5,3691.5,4228,4389
2/9/2014,741,847,2602,4495.5,2738,4670.5,4614
2/10/2014,3684.5,2168.5,3600,4601,4669,4651,4616.5
2/11/2014,2804,2112.5,1709,4639.5,4238.5,4786.5,4790.5
2/12/2014,2735,2915,4059,4247.5,4440.5,4800.5,4786.5
2/13/2014,1027,2954.5,4427.5,4820.5,4604.5,4537,4559.5
2/14/2014,1552.5,2645,3834,4933.5,5005.5,4956,4866.5
2/15/2014,591.5,1649.5,2209.5,3676,3818.5,4169.5,4456
2/16/2014,4307.5,4474.5,4704,4893.5,4617,3227,3039
2/17/2014,3413,3792,4209,5060,4941.5,4977.5,5078
2/18/2014,3053.5,3071.5,2891.5,3853,3681,4378.5,4646.5
2/19/2014,4495,4537,4779.5,5200.5,4674.5,5144,4769.5
2/20/2014,4426.5,3767,3975.5,4604.5,5034.5,4808.5,4966
2/21/2014,4294.5,4573.5,4904.5,5266.5,5119,5142.5,4618
2/22/2014,4733,4660.5,4787,5131,4623,4352.5,4292
2/23/2014,4749.5,4750.5,5049,5359,5222,5461,5288.5
2/24/2014,4630.5,4785.5,5105.5,5432,5341.5,5423.5,4819.5
2/25/2014,4526.5,4380.5,4998,5375,4870.5,4994.5,4036.5
2/26/2014,1918,1856.5,2205,4001.5,3002.5,4845,4473.5
2/27/2014,1341.5,3893,4281,5429,4778.5,5244,4948.5
2/28/2014,2572,1639,1429.5,2327,946.5,2443,4395
3/1/2014,3863.5,2687.5,2532,3892.5,2247,3350.5,2654.5
3/2/2014,1299,1408.5,1879.5,4007,2628,3963.5,4500
3/3/2014,1210.5,1535.5,3995.5,4866.5,4702,4666.5,5346
3/4/2014,2612.5,2849,3904,4450.5,4795.5,4562.5,4692
3/5/2014,1790,2992,3863,5296.5,5337.5,5615.5,5613.5
3/6/2014,1588.5,4802.5,3924.5,5039.5,5112.5,5726,4836.5
3/7/2014,5008,5087.5,4182,5271.5,5132.5,5589.5,5510.5
3/8/2014,4334,4663.5,5396.5,6150,6027,6242,6146.5
3/9/2014,655,2597.5,2986,5778.5,5878.5,6074.5,6146.5
3/10/2014,3544,5506.5,4523,5921,5739,6253.5,6208
3/11/2014,5839.5,5796,5797.5,5751.5,4709,4807,5356.5
3/12/2014,5849.5,5836,5777,6184,6139,6302.5,6189
3/13/2014,5846,5841,6006,6203,6125,4298.5,4875.5
3/14/2014,5443.5,5289,5611,6386.5,6084,6463.5,6288.5
3/15/2014,5891,5858,6057,6367.5,6391.5,6453,6440
3/16/2014,5617,5802,6163.5,6501.5,6408.5,6563,6493.5
3/17/2014,6136,6007,6203,6027.5,6515,5848,6462
3/18/2014,6091,6064.5,6196.5,6729,6301.5,6430,6118.5
3/19/2014,5731,5910.5,6306.5,6724,6582.5,6861,6763
3/20/2014,6143.5,5706.5,5555,5796,5642,5443.5,5576
3/21/2014,6092.5,5742,5831,6277.5,4832.5,6569,6298
3/22/2014,6254.5,6011,6263.5,6523.5,5162.5,6596,6477.5
3/23/2014,6283,6268,6361.5,6399.5,4872,5463.5,6028.5
3/24/2014,6309,6268.5,6460.5,6598,4398.5,5734.5,5758
3/25/2014,2010.5,2883.5,5497.5,6755,3729.5,6823,6666
3/26/2014,2728.5,3519.5,2522.5,6490.5,6333,6263,5918
3/27/2014,2465.5,2971,5520,4828,6365,6847,6597.5
3/28/2014,3266.5,3642,5987.5,6497.5,6267,6592,6605.5
3/29/2014,1536,1755.5,5087.5,6181,5841,5852.5,6766
3/30/2014,4767,5448.5,5858.5,7111,7113,7338.5,6650
3/31/2014,2013.5,2009.5,4240.5,6943,6807.5,7172,7098.5
4/1/2014,5059,3049,5971.5,6803,6682,6510,6021
4/2/2014,5671,6712.5,4784.5,6591.5,6608.5,4627.5,6746.5
4/3/2014,3825.5,5297.5,5417,7009,6994.5,7329,7245
4/4/2014,2145.5,3404.5,5847,5978.5,6044.5,4885,6168.5
4/5/2014,5453.5,6750,6556,7277.5,7090.5,7360.5,7230.5
4/6/2014,6919,6668.5,6988.5,7318.5,7243.5,7435.5,7338.5
4/7/2014,6944,6874,7071,7384,7292,7492,7421
4/8/2014,6383.5,6292.5,6079.5,7059,7318.5,7212.5,7415.5
4/9/2014,6737,6779,6855.5,6964.5,7125,6104.5,6684.5
4/10/2014,7215.5,7214.5,6879,7360.5,6356.5,7114.5,6792.5
4/11/2014,6771.5,5724.5,6010.5,7055.5,7414,6171,7125.5
4/12/2014,7174.5,7117.5,6966,7374,6354,7622,7172.5
4/13/2014,7562.5,7154,7307.5,7604.5,6415,7603,7400.5
4/14/2014,7087.5,6983.5,7362,7870.5,7622.5,7952,7912.5
4/15/2014,6639,7231.5,7233,7601.5,7533.5,7647.5,7789
4/16/2014,6867.5,6616.5,7390,7788,7389.5,7814.5,7655
4/17/2014,6400,7218,5851.5,6705.5,5684.5,6770.5,7007.5
4/18/2014,7354,6864,7054.5,6448,5873,4678.5,3811.5
4/19/2014,7256,7215,6758,7529,6970,7340.5,6629.5
4/20/2014,7255,7269,7498,7748,7560,7566,7397.5
4/21/2014,3525.5,4611.5,5540.5,7736.5,7452,7732.5,7601
4/22/2014,5626.5,7334.5,6751,7921,7020,6732.5,6273.5
4/23/2014,7449,7558.5,7671.5,8027.5,7670,7755,7458.5
4/24/2014,4493,5889,7627,8068,7807.5,8128.5,7901.5
4/25/2014,2683.5,2648.5,2274,6863.5,5361.5,7310.5,7533
4/26/2014,6098.5,5650.5,5097,8141.5,7914.5,8159.5,7929.5
4/27/2014,3470,5540.5,7789.5,8073,7518.5,7890.5,7775.5
4/28/2014,7934.5,7742,7913,8167,8087.5,8122,7965
4/29/2014,8045.5,7748,8002,8343.5,8226.5,8273,8181
4/30/2014,8205,7785,8054,8468.5,8139,8411,8276.5
5/1/2014,7171.5,7437,7757.5,8513,8143,8511,8208.5
5/2/2014,7813,6958,8158.5,8304.5,8157.5,8412,8278
5/3/2014,7634.5,7846.5,7800,8334,8025.5,8409.5,8237.5
5/4/2014,6902.5,6393,8006.5,8064,8206.5,8464.5,8066
5/5/2014,3879.5,5818,6791,6972.5,7352.5,7514.5,7655
5/6/2014,8302,8096.5,3612,8315.5,6629,8386,5524
5/7/2014,7906,7751.5,7840,8282.5,7334,7560.5,7185.5
5/8/2014,3748.5,5373,7061.5,8182.5,7467.5,8144.5,7928.5
5/9/2014,5233,8073,7122,7526.5,7942.5,7997,7784
5/10/2014,6283,8331.5,8353.5,8490,8234,8427,8195
5/11/2014,8638.5,8375,8607.5,8750.5,8599.5,8668,8470
5/12/2014,8333.5,8262.5,8479,8680.5,8536.5,8636,8557
5/13/2014,8435.5,8351,8441,8612.5,8468,8588.5,8544.5
5/14/2014,8527,8309.5,8425,8774.5,8575.5,8732,8559
5/15/2014,6957,7343.5,8336,8827.5,8634.5,8740.5,8403.5
5/16/2014,8166.5,7969.5,7868.5,8259.5,8303.5,8176,8356.5
5/17/2014,8313.5,6974,8238.5,8638,8353.5,8580,8363.5
5/18/2014,6928.5,7745,8481.5,8671,8333.5,7643,8152.5
5/19/2014,4269,6723,8412,8780,7937.5,8772.5,8542.5
5/20/2014,6668.5,6392,5263,8673,8414,8566.5,8464
5/21/2014,8047.5,8322.5,5187,7106,7403,8603.5,8617.5
5/22/2014,8440,8249,6970,7249,4315.5,4817,7557
5/23/2014,7829.5,7815.5,8228.5,8265,7366,7175,6822
5/24/2014,8529,8028.5,7893.5,8055,2929.5,8185.5,6852
5/25/2014,8420,8193,8325,8514.5,7216,8430.5,8223.5
5/26/2014,8849.5,8577,8754,8634.5,8330,8527.5,8320.5
5/27/2014,8339,8686.5,8888,8873,8509.5,8577.5,8261.5
5/28/2014,9140,8871.5,8640,8440,8349.5,6363.5,6701
5/29/2014,8950,8718,8266.5,8858,7992.5,8403.5,8508.5
5/30/2014,8991,7921.5,8786.5,9077,8749,8879,8644.5
5/31/2014,9015,8617.5,8901,9080.5,8744,9029.5,8653.5
6/1/2014,8927,8706,8837,9230,8789.5,9130.5,8781
6/2/2014,9082,8719.5,8891.5,8917.5,8782,7560,8187
6/3/2014,8991.5,8741,8918.5,9276.5,8962,9281.5,7458.5
6/4/2014,9069,8819.5,8806.5,9241,8903.5,8688,8894.5
6/5/2014,9179.5,8643,8661.5,9076.5,8687.5,9127,9040.5
6/6/2014,9057,8599,8658,9080,7889,8931,8817.5
6/7/2014,9040,8751.5,8571,8919,6916.5,8949.5,8869
6/8/2014,9001.5,8811,8713.5,8833.5,7963,8786,8640.5
6/9/2014,9149,8801.5,8648.5,8828,7499,8765.5,8449.5
6/10/2014,9060.5,8731,8455.5,8741,7177.5,8905,8699
6/11/2014,9003,8672,8473.5,8715,7799.5,8902.5,8624
6/12/2014,8984,8714.5,8747.5,9018,8666.5,8988.5,8635
6/13/2014,9203,8899,9076,9212.5,8776,9136,8712
6/14/2014,6805.5,7231,8811,9092.5,8802,9078,8857.5
6/15/2014,8379.5,7971,8417,8888,8552,8381.5,7415.5
6/16/2014,8799,8461.5,8626,8823,8185.5,8932.5,8561.5
6/17/2014,9295.5,8960,8847.5,8982.5,8488,8896.5,8597.5
6/18/2014,9224,9021,8937.5,9137.5,8642.5,8981,8813.5
6/19/2014,8816.5,8786,8993.5,9143,8732.5,9045.5,8789
6/20/2014,9120,8634.5,8299,9070,8653.5,8806.5,8520.5
6/21/2014,9107,8818.5,7537.5,8924.5,8552.5,8466.5,8316.5
6/22/2014,8546,8787,8932.5,9129.5,8680.5,9004.5,8726.5
6/23/2014,8495.5,8602.5,8728.5,8991,8416.5,8884.5,8619
6/24/2014,8582.5,8615.5,8717,8934.5,7727,8918.5,8522
6/25/2014,4443,6284,8708,8878.5,6972.5,8785,8500.5
6/26/2014,3318,8252.5,8099.5,6385.5,6664,6593,7630.5
6/27/2014,6288,8154.5,8603.5,8890,8507.5,8795,8465
6/28/2014,9044.5,8779,8827.5,8841,7538,8704.5,8413
6/29/2014,9092.5,8817,8807,8890,8419,8656.5,8380
6/30/2014,9142,8562.5,8729,8849,6808,8637.5,8433
7/1/2014,8468.5,8321.5,8730,8851,6720.5,8674,8465
7/2/2014,8867.5,8536.5,8821.5,8813.5,8120,8676,8418.5
7/3/2014,8957.5,8715.5,8718,8937.5,8676,8560,8202
7/4/2014,9064,8963,8812.5,7473.5,8268,6942,6470.5
7/5/2014,9221,8907.5,8697.5,7232.5,8176.5,7276.5,7817
7/6/2014,9134,8693,6479,8352.5,8313.5,8382,8091
7/7/2014,7388.5,6159.5,3728.5,8564.5,8354,8371,8191
7/8/2014,4819,6676.5,8407.5,8608,8034.5,8393,8023.5
7/9/2014,8012,8525.5,8578,8601.5,8339.5,6335,7366.5
7/10/2014,8743.5,8307.5,8356,8250,7575,8114,8269.5
7/11/2014,6418.5,8486.5,8466.5,8916.5,8584.5,8652.5,7971.5
7/12/2014,8488,8417,8500,8525,8025,7192.5,7829
7/13/2014,8657.5,8199,8147,8345,8091,7018,7960.5
7/14/2014,8661,7798,5199,4647,3471.5,5755.5,7150
7/15/2014,5990,7291,6969,8258,6967.5,8390.5,8168
7/16/2014,7176.5,6788,7912,8553.5,7388,8467,8333.5
7/17/2014,7603.5,7759,8218,8583,8008.5,8593.5,8351
7/18/2014,8385,8114,8016.5,7944,7508.5,7658,7942.5
7/19/2014,8196.5,7738.5,6616,4687,4019,5789.5,6993
7/20/2014,8093,3983.5,7276.5,8213,5774,8366.5,8319
7/21/2014,4674,7631.5,8218.5,8534.5,7813.5,8732.5,8548.5
7/22/2014,6320.5,7176.5,8063.5,8613.5,8427.5,8646,8405
7/23/2014,8592.5,8313,8569,8657.5,8446,8520,8115.5
7/24/2014,8896,8500,8558.5,8674.5,8458.5,8226.5,7001
7/25/2014,8863,8607.5,7848.5,7941,7574.5,6389.5,7454
7/26/2014,8692,8343.5,8097,7825.5,7754,7817,7765
7/27/2014,5408.5,5758,7436.5,6199.5,4790.5,5485,5940.5
7/28/2014,7677,6958.5,3947,6219.5,7096.5,6434.5,7338
7/29/2014,8204,7856.5,6635.5,7595.5,7256.5,6149.5,7863.5
7/30/2014,8044,7663,4049.5,7677.5,7382.5,7905,7815.5
7/31/2014,7975.5,8006.5,7049.5,8019,7853,6800.5,6570.5
8/1/2014,7577,8138,6779,8082,7888,7068,7375
8/2/2014,7601,7992,6895,4377,5734,2920,2927.5
8/3/2014,6613,6429.5,3190.5,3138.5,2657,3026.5,5236.5
8/4/2014,4086.5,3399,3004.5,7600.5,7989,6710,7144
8/5/2014,1897,1510.5,7549.5,8424,8356.5,8441,8333.5
8/6/2014,5311,6638.5,6949.5,8246.5,7835,8455,8291
8/7/2014,7470,7010,7571,8134,7167,8266.5,8059
8/8/2014,7158.5,7387,7557.5,8177.5,7387,8182.5,7802.5
8/9/2014,7947,7731.5,7705.5,8126.5,7816.5,7957.5,7637.5
8/10/2014,6874,7228.5,7893,7913.5,7771,7735.5,7531.5
8/11/2014,5100.5,7703,7137.5,6813.5,7337.5,5019.5,6752
8/12/2014,6963.5,7027.5,7270.5,6371.5,7628.5,5438.5,5399
8/13/2014,6480.5,7485.5,7789,7962,7405.5,7437.5,6868.5
8/14/2014,6725,7633.5,7666.5,8145.5,7909,7803,7513.5
8/15/2014,7793.5,7687,7904.5,8002,7693,7782,7513
8/16/2014,7921,7775.5,7926.5,8177.5,7816.5,7921,7342.5
8/17/2014,7978,7732,7829.5,7995,7708,7704.5,7405.5
8/18/2014,7655.5,7559,7376,7754.5,7713.5,5400.5,5131.5
8/19/2014,7320.5,7340.5,7131.5,7711.5,6330,7732,7521.5
8/20/2014,7311,7144,7232.5,7259,7154.5,3896.5,5193.5
8/21/2014,7315,7234,7278,7371.5,7316.5,4691,4695.5
8/22/2014,7305.5,7310,7368,7586,7344.5,7440.5,7407
8/23/2014,7466,7365,7500,7755.5,7525,7780.5,7553
8/24/2014,7338,7199.5,7387,7688.5,7437,7544.5,7453
8/25/2014,5598,6998,6589,7352.5,6263.5,6463.5,5651.5
8/26/2014,7367,7123,7302.5,7630,7331,5333,7156
8/27/2014,7289,7072,7228.5,7664.5,7327,7338.5,7349.5
8/28/2014,6803,7097.5,7374,7614,7367,7588,7498
8/29/2014,5517.5,4614.5,6630,7642,7457,7548,7432
8/30/2014,6635.5,6903.5,6014,7302.5,7230.5,7494,7349
8/31/2014,7093.5,6876,7226,7472,7215.5,7542,7306.5
9/1/2014,7188,6965.5,7148,7330.5,7130,7505,7369
9/2/2014,7071,6922,7156.5,7440,7225,7510,7385
9/3/2014,7330.5,6922,7073,7341,6948.5,7461,7178.5
9/4/2014,7126.5,6940.5,6984.5,7283.5,5971,7337,7000.5
9/5/2014,7026.5,6740.5,7021.5,7285.5,7183,6440,6560.5
9/6/2014,6908.5,6791,7067.5,6797,6822.5,6809.5,6415.5
9/7/2014,6869.5,6776.5,6514.5,5278.5,6512.5,4916.5,4906.5
9/8/2014,6945.5,6795,3902.5,3598.5,3690.5,4832.5,5637
9/9/2014,6636.5,6349,6842.5,7226.5,6962.5,5363.5,4269.5
9/10/2014,6505,6396,6793.5,7040,6860,6833,6629
9/11/2014,6480.5,6496,6668,6928.5,6773.5,6827.5,6590.5
9/12/2014,6534.5,6401.5,6559,6830.5,6435,6853,6665.5
9/13/2014,5312.5,6077.5,6214,6666,6370.5,6680.5,6412
9/14/2014,5777,6259,6170,6420,6349,5855.5,6505
9/15/2014,5428.5,6088,6251,6519,6385.5,6505,6355
9/16/2014,5823,6136.5,6211.5,5968,6033,5834,4102
9/17/2014,5868,6049,6227.5,6372,6297,6365,5021.5
9/18/2014,2840.5,5094,6222,6604,6401,6592,6053
9/19/2014,5497,4991,5372,6418,5337,6671,6441
9/20/2014,5778.5,5279.5,5714.5,5966.5,4122,6273,5727
9/21/2014,3709.5,3007.5,5873,6345.5,5606.5,6572,6571.5
9/22/2014,5207.5,5580.5,6149.5,6491.5,6388,6555,6422.5
9/23/2014,5490.5,5604.5,6126.5,6541.5,6486,6524.5,6302
9/24/2014,5552.5,5683,6242.5,6361.5,6194.5,6360,6284.5
9/25/2014,2501.5,4363.5,5885.5,6032,5939,6093.5,5913.5
